,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
45,Christina Aguilera,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",3uRUbppUFPsmrccRXSDAjE,49,0.756,0.809,5,-3.655,1,0.0541,0.0173,3.69e-06,0.66,0.64,109.901,264847,4
46,Tyga,Freaky Deaky,3vySEUpD0tc801F2WZDLYw,88,0.799,0.653,2,-5.453,0,0.037,0.019,0.0,0.0935,0.236,104.019,215281,4
47,Mario Nascimbene,"Morte di un amico (Titoli di Testa) - From ""Morte di un amico"" / Remastered 2022",3fKn9D4BW344zBuQYVryIf,4,0.42,0.274,11,-14.907,1,0.0368,0.829,0.000316,0.33,0.0978,128.961,109987,3
48,Gucci Mane,Rumors (feat. Lil Durk),0P2P1AxcRYhiZvoF5MyRmM,83,0.688,0.842,2,-4.211,1,0.264,0.0499,0.0,0.241,0.416,159.897,185856,4
49,saturn,2022 my year fr,4u2gL1g6AgF2vlAURETOXi,34,0.429,0.834,0,-6.61,0,0.261,0.0106,0.0,0.163,0.664,179.932,110517,4
50,The Weeknd,Sacrifice,1nH2PkJL1XoUq8oE6tBZoU,91,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,188918,4
51,Kyau & Albert,Where Did All The Years Go?,6Hd0mMJ3sChp7PAwJgFYal,0,0.528,0.876,5,-4.655,1,0.0335,0.00278,0.0992,0.364,0.375,126.007,142039,3
52,Nicki Minaj,Do We Have A Problem?,1PNs0uGru3TcrA94kpyGnc,85,0.842,0.505,1,-8.627,0,0.402,0.472,0.000322,0.117,0.538,119.993,207065,4
53,Hollow Stage,"New Year, New Bree (pt.2) - 2022",42qHps7apeIKpDiOsKXlJ7,27,0.385,0.866,4,-13.96,0,0.132,0.00238,3.43e-05,0.0942,0.0358,100.099,115200,4
54,King Von,Don't Play That,6BczFLHW9aIf9aWn5NFuNL,82,0.947,0.605,10,-8.621,0,0.346,0.0748,7.54e-06,0.0901,0.656,129.988,133613,4
55,INMBeatz,New Year New Me,2lGrMaDv56BVIxNrgT5GY7,26,0.726,0.371,1,-17.857,0,0.0722,0.021,0.664,0.114,0.0799,141.059,60966,4
56,Lil Durk,AHHH HA,54VFhe501kUbDYj2OrueMp,82,0.676,0.61,1,-9.185,1,0.273,0.000114,1.73e-06,0.191,0.519,156.005,186538,4
57,Womack & Womack,Teardrops,14mRtbBGeqILGZI1r49Uv5,40,0.877,0.808,11,-7.502,1,0.0401,0.0426,0.248,0.119,0.966,133.237,230840,4
58,Yeat,Poppin,3wn8nOygkHLUQ9dlXM1rKW,82,0.705,0.613,7,-7.441,1,0.123,0.262,6.97e-06,0.198,0.259,74.521,167187,4
59,Demi Lovato,Cool for the Summer,1PAP2UgQvOdrJ3vrUdudCi,36,0.581,0.609,10,-5.6,0,0.0357,0.00366,0.000145,0.13,0.312,114.05,214740,4
60,JID,Surround Sound (feat. 21 Savage & Baby Tate),0cp97b37sFNsdIbQH6po3T,82,0.57,0.573,5,-6.935,1,0.476,0.156,0.0,0.256,0.517,76.006,229938,4
61,Josef Strauss,"Nymphen-Polka, Op. 50",4Rec8Cm7xGxdrhMxCYU9Kd,32,0.558,0.0847,0,-20.316,1,0.0438,0.939,0.26,0.1,0.532,142.577,225000,4
62,Machine Gun Kelly,ay! (feat. Lil Wayne),374EllG6WyKdKvklfanNZT,84,0.741,0.616,2,-6.686,1,0.034,0.052,5.86e-05,0.0705,0.486,147.008,124188,4
63,Amit Saini Rohtakiya,Welcome Malta,7KNQ9S0Ctvmu8S67YH51mU,27,0.713,0.996,6,-0.358,1,0.159,0.0802,0.0,0.364,0.82,129.988,155016,4
64,YG,Scared Money (feat. J. Cole and Moneybagg Yo),4heBcjj4Lw3X2sQVFNbLbz,82,0.898,0.58,8,-7.632,0,0.26,0.0101,0.0,0.169,0.661,84.018,204286,4
65,Gianluigi Toso,Beautiful Lady - With Melody Edit Cut 60,6fsWL9zEnRtCzmzvCTkJJw,0,0.353,0.216,0,-14.788,1,0.0313,0.977,0.919,0.321,0.147,54.918,60000,3
66,Russ,HANDSOMER (Remix) (Feat. Ktlyn),0vp1sk3FzuDBeLMLcRhQdL,81,0.891,0.62,8,-6.822,1,0.157,0.176,1.59e-06,0.103,0.535,82.035,143415,4
67,Gianluigi Toso,Progressive Muse - Edit Cut 60,3537kbbXXhME8h9ZoM8J86,0,0.794,0.438,6,-14.439,1,0.321,5.55e-05,0.919,0.0879,0.961,133.014,62000,4
68,Russ,HANDSOMER,4v1TTTCadimzZkTuDTnYBc,82,0.886,0.651,8,-6.413,1,0.222,0.188,0.0,0.11,0.476,81.985,143415,4
69,Gianluigi Toso,Bond Loop - Edit Cut 60,1Rl3MsRNNxlgBDPQI2P5Of,0,0.709,0.365,5,-17.386,1,0.078,0.558,0.861,0.102,0.468,99.992,62000,4
70,Machine Gun Kelly,emo girl (feat. WILLOW),2AAyBZmMVZSZfgzXRYJOWQ,84,0.41,0.881,2,-3.502,1,0.087,0.000406,4.26e-05,0.922,0.357,165.006,159096,4
71,Gianluigi Toso,Pall - Edit Cut 60,4BZCeq15YsBPP1vsEthFVg,0,0.85,0.286,0,-14.597,0,0.047,0.945,0.919,0.117,0.151,110.074,62000,4
72,The Chainsmokers,High,3t4KHjd8uQpJJ2fa0fRIpR,87,0.601,0.787,0,-6.178,1,0.031,0.0492,0.0,0.142,0.525,134.981,175163,4
73,Gianluigi Toso,Tania - Edit Cut 60,1PEref0gBM7FQilsAOOU0Y,0,0.797,0.533,4,-17.048,0,0.0583,0.0175,0.797,0.139,0.962,129.987,62000,4
74,The Weeknd,Is There Someone Else?,0mL82sxCRjrs3br407IdJh,86,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,199111,4
75,Gianluigi Toso,Lazy And Crazy Blues - Live Edit Cut 60,4CFK2Db1umQVgv75599b8f,0,0.672,0.621,7,-10.657,1,0.0422,0.196,0.907,0.111,0.739,133.711,60000,4
76,The Weeknd,Out of Time,2SLwbpExuoBDZBpjfefCtV,86,0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057,214194,4
77,Gianluigi Toso,80 Sweet Catchy Music - Edit Cut 60,2gquzDKoRPKkckxtFhrY6F,0,0.67,0.571,0,-9.593,1,0.07,0.0231,0.865,0.129,0.368,178.065,60000,4
78,Machine Gun Kelly,maybe (feat. Bring Me The Horizon),1Al4Z4K76RCKj31mExavs7,84,0.522,0.922,5,-4.805,0,0.0616,0.000745,0.0,0.0976,0.53,176.105,170134,4
79,Gianluigi Toso,Percussive Trip - Edit Cut 60,1RG7JaD5vRdZlCOQIkIfx7,0,0.759,0.374,6,-22.045,1,0.0705,0.887,0.868,0.109,0.836,126.093,56471,4
80,Nicki Minaj,Bussin,7lcI4X8RZxK4zIknJcwpBq,83,0.893,0.699,11,-8.059,1,0.0517,0.0576,3.02e-06,0.128,0.747,139.972,136761,4
81,Gianluigi Toso,Dancing Afro - Edit Cut 60,2Y9nqOPU2W0QtbNbItqWGp,0,0.573,0.92,2,-3.387,0,0.0331,0.181,0.913,0.687,0.941,125.014,60000,4
82,BoyWithUke,IDGAF (with blackbear),6Jrdb6CFOJEGaHjaa6c4WR,85,0.783,0.75,5,-5.762,1,0.078,0.426,0.0,0.241,0.88,97.953,140665,4
83,Gianluigi Toso,Hammond Beautiful Melody - Edit Cut 60,21FvjIWJISSsCGgiiNaC6i,0,0.706,0.577,7,-11.725,1,0.0443,0.00388,0.843,0.108,0.707,99.098,60000,4
84,Jung Kook,Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep,91,0.512,0.76,2,-5.889,0,0.0682,0.299,0.0,0.103,0.495,130.096,210928,4
85,Gianluigi Toso,Universo Da Scoprire - Instrumental Edit Cut 60,7AydFQ8Nmys9cAwNaK3zuR,0,0.707,0.927,8,-9.62,1,0.211,0.112,0.516,0.0437,0.0915,131.598,62000,4
86,Zach Bryan,From Austin,3X0V4uEujns3TlpoDa2TvP,78,0.5,0.485,0,-7.94,1,0.0422,0.633,1.26e-06,0.107,0.379,109.755,207453,4
87,Gianluigi Toso,Personal Trainer - Edit Cut 60,4J5bmDfPSJihqK8cNb7CqE,0,0.77,0.182,9,-14.216,0,0.0797,0.141,0.855,0.108,0.221,140.194,56471,4
88,Lil Durk,What Happened To Virgil (feat. Gunna),7ohROa13QK43JBRqfCmz4P,80,0.795,0.526,6,-9.086,0,0.204,0.067,2e-06,0.134,0.194,140.037,181393,4
89,Gianluigi Toso,Loving Memories - Edit Cut 60,3dW2TIuD27GeMiHIM6OgaM,0,0.591,0.08,11,-15.688,1,0.0439,0.337,0.754,0.0944,0.623,133.559,60000,4
90,Imagine Dragons,Bones,0HqZX76SFLDz2aW8aiqi7G,88,0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,165265,4
91,Gianluigi Toso,Bored But Determined - Edit Cut 60,4V1QBGmtwYuboo87SyhW9o,0,0.884,0.703,6,-12.426,1,0.0421,0.0256,0.838,0.354,0.829,122.682,64644,4
92,iayze,556 (Green Tip),35WdGjpHVOHLepJl543eyC,79,0.872,0.278,2,-11.478,1,0.409,0.159,0.0,0.0552,0.49,74.996,117191,4
93,Gianluigi Toso,Squadretta - Instrumental Edit Cut 60,7JsZX3yG1TG1zDit39tZBg,0,0.708,0.566,6,-13.821,1,0.0452,0.000284,0.0124,0.133,0.702,119.998,60000,4
94,Lil Durk,Petty Too (feat. Future),0VlpgNPHWCyh8xxLcaK2fp,80,0.824,0.577,2,-9.443,1,0.357,0.0109,0.0,0.107,0.442,154.081,159927,4
95,Gianluigi Toso,Power Bb - Edit Cut 60,2eNxP6FBZAz1NYaQ6oXjRa,0,0.74,0.844,2,-11.436,0,0.117,0.0035,0.936,0.119,0.729,116.083,64644,4
96,Juice WRLD,Burn,1X8E4vVoOM3BpSQlEDSjjM,68,0.354,0.475,1,-9.333,0,0.0425,0.149,0.034,0.21,0.0393,114.975,217222,4
97,Gianluigi Toso,Fun And Slow - Edit Cut 60,3GbPwXiaUzRmsTDEHqnPpx,0,0.684,0.701,7,-9.47,1,0.0445,0.00265,0.508,0.19,0.917,105.015,60000,4
98,Gianluigi Toso,Gipsy Rhythm - Edit Cut 60,6qpu8UdVQ7XqmPNKyNnMTF,0,0.553,0.815,2,-11.266,1,0.0455,0.0735,0.936,0.255,0.916,118.049,60000,4
99,Ed Sheeran,The Joker And The Queen (feat. Taylor Swift),6N1K5OVVCopBjGViHs2IvP,89,0.528,0.309,0,-7.398,1,0.0329,0.924,2.1e-06,0.282,0.307,133.83,185422,4
100,Gianluigi Toso,Sequencer World - Edit Cut 60,5Xp9ZjwZ4NuqOE4iaEShdW,0,0.739,0.45,11,-14.735,0,0.0472,0.0477,0.862,0.119,0.865,113.219,62000,4
101,Juice WRLD,Cigarettes,1CfuBY3BDdKpooQ9L5zgUc,66,0.587,0.614,2,-6.344,1,0.0435,0.0306,0.0,0.399,0.451,160.075,227527,4
102,Gianluigi Toso,Bollywood Dance - Edit Cut 60,6v8YmjDnSDcDRpcIP76aKq,0,0.766,0.926,4,-9.033,0,0.0757,0.000578,0.755,0.114,0.527,134.976,64644,4
103,Dominic Fike,"Elliot's Song - From ""Euphoria"" An HBO Original Series",7JIIY2oDPFkURYMCLJuzhe,83,0.394,0.327,4,-14.291,1,0.114,0.849,0.0,0.125,0.411,93.358,150320,4
104,Gianluigi Toso,Electro Room - Edit Cut 60,51CaypxbEoQTeBISeQgqjQ,0,0.851,0.684,6,-15.761,1,0.112,0.00117,0.952,0.0726,0.187,123.463,62000,4
105,Juice WRLD,Already Dead,1hB3M3POeKMLxcEFEvPeqU,66,0.744,0.495,1,-6.311,1,0.0634,0.0216,0.0,0.111,0.128,83.51,231221,4
106,Gianluigi Toso,Daily Break - Edit Cut 60,6S61xvEqoH4xhslYQiNlaN,0,0.813,0.835,8,-9.398,0,0.0975,0.00514,0.643,0.183,0.892,123.974,62000,4
107,Mike Dimes,HOME,2WnPietHTd9hrIPbZnpoHL,79,0.895,0.468,0,-5.777,0,0.378,0.342,0.0,0.213,0.428,118.019,174915,4
108,Gianluigi Toso,Shuffle Strange - Edit Cut 60,5uRwQuEMcRnVRf8VcdALzu,0,0.748,0.709,9,-10.196,1,0.0359,0.0528,0.788,0.53,0.955,110.041,60000,4
109,Juice WRLD,You Wouldn't Understand,0veO6y9anwdVTaRuW7y8NJ,64,0.724,0.748,4,-4.335,0,0.0722,0.0012,0.0,0.132,0.118,158.04,170792,4
110,Gianluigi Toso,Wha Wha Chill - Edit Cut 60,64AWsNkzUdDcvNJw94LsN8,0,0.816,0.637,1,-13.112,1,0.0559,0.00528,0.373,0.055,0.626,118.955,64644,4
111,Juice WRLD,Wandered To LA (with Justin Bieber),2DQayQSTaomynGyTLXzGs0,64,0.687,0.643,0,-4.763,1,0.0406,0.0518,3.31e-06,0.11,0.418,135.068,188833,4
112,Gianluigi Toso,Slow House Progr - Edit Cut 60,1DhELanROTHpB2cqOswbkZ,0,0.629,0.305,8,-11.156,1,0.436,0.893,0.827,0.0997,0.477,118.908,62000,4
113,Juice WRLD,Rockstar In His Prime,2aaUTdC6YQqEZiQEk8wPxK,63,0.685,0.729,7,-8.694,0,0.15,0.415,0.0,0.196,0.382,170.025,180750,4
114,Gianluigi Toso,Pad & Rhodes Club - Edit Cut 60,4IQU1JlrRBLhSSdvdPiGfI,0,0.809,0.762,7,-12.819,1,0.136,0.0206,0.859,0.0576,0.843,118.962,62000,4
115,Juice WRLD,Go Hard 2.0,6LhB5o2iWjJgNHqock5H3b,63,0.616,0.463,7,-7.666,0,0.18,0.611,4.65e-06,0.163,0.0682,145.289,214728,4
116,Gianluigi Toso,Orchestral Fugue - Edit Cut 60,1NbtQWG2mMewefFWAOVBjU,0,0.766,0.924,4,-10.95,0,0.033,0.107,0.929,0.231,0.966,139.694,64000,4
117,Juice WRLD,Doom,1GydGCPNYJnCziQZBLE85q,63,0.62,0.495,0,-7.251,1,0.0534,0.016,1.91e-05,0.102,0.122,85.951,217488,4
118,Gianluigi Toso,Hopes And Disappointments - AlternativeVersionEdit Cut 60,3lmZQdd4tzwEYRqXbIPPGb,0,0.427,0.0758,2,-16.562,1,0.035,0.983,0.861,0.133,0.548,92.547,62000,3
119,Future,Worst Day,70pwY1UfPmSVE3ybPjFy0p,81,0.646,0.597,1,-6.045,1,0.401,0.11,0.0,0.0958,0.6,88.506,184893,4
120,Gianluigi Toso,Paradise Lost - Instrumental Edit Cut 60With Melody,4f0MFlowtgXUVlWPDBMVNV,0,0.421,0.703,9,-9.215,1,0.0736,0.343,0.963,0.649,0.33,134.963,60000,4
121,SiM,The Rumbling,6k0X05danQOXSBTVek5DU1,84,0.459,0.878,5,-1.399,0,0.0688,5.62e-05,0.000307,0.371,0.494,144.852,220799,4
122,Gianluigi Toso,Revolution House - Edit Cut 60,5eki7ePs8JS7lCrrTwVFEx,0,0.801,0.696,0,-17.224,1,0.0612,0.000543,0.847,0.138,0.43,127.997,64644,4
123,Juice WRLD,Feline (with Polo G & Trippie Redd),45ttRl8uNtJkop7r9dmP4e,62,0.575,0.619,0,-6.663,1,0.322,0.0208,0.0,0.103,0.296,110.109,212204,5
124,Gianluigi Toso,Minimal Attack - Edit Cut 60,6KRWkdoJKy8O2vhAXvyx1f,0,0.809,0.93,6,-12.832,0,0.074,0.00066,0.898,0.342,0.527,120.847,64644,4
125,Juice WRLD,Not Enough,55ZNNY6D8FkNFAlVceAwIZ,62,0.693,0.715,7,-6.108,1,0.049,0.00369,2.86e-06,0.205,0.323,90.006,171830,4
126,The Harvard Krokodiloes,Inochi No Namae,0q2CEZPcNxcC0wcVHGt7Ci,18,0.319,0.269,3,-10.443,1,0.0293,0.823,2.86e-06,0.122,0.245,82.897,189134,4
127,Juice WRLD,Rich And Blind,4UoDSs5VAw6xHdzbkjocTM,62,0.641,0.637,10,-5.185,1,0.109,0.0092,0.0,0.0931,0.43,159.964,228193,4
128,HOT RIDE the LEGEND,"2022 (New Year, New Me).",6OZHi41kYoBrr84JXBRNNz,16,0.807,0.897,10,-9.523,0,0.0991,0.042,0.0,0.0736,0.965,130.003,208852,4
129,Juice WRLD,Legends,6BjtaWm1T4kDWAqHrf8vEi,61,0.586,0.82,8,-4.791,0,0.072,0.114,0.0,0.134,0.391,142.107,192036,4
130,Rod Wave,Cold December,6UAy9xYeTWjZB7h05p83e9,77,0.646,0.533,11,-10.461,1,0.118,0.0589,1.75e-06,0.269,0.249,169.913,192022,4
131,Juice WRLD,From My Window,4HDQt6Lepj3HpxypbG30Hz,60,0.702,0.514,4,-6.674,0,0.0432,0.129,0.0,0.104,0.133,76.982,187212,4
132,Bella Element,Years and Years,0ZuC3jETtQphELPLhqjwnv,0,0.325,0.114,4,-22.209,0,0.0307,0.706,0.916,0.123,0.0401,141.975,155932,4
133,Juice WRLD,Relocate,26bkmabhSByGuQgWUqB37J,60,0.706,0.59,10,-6.403,1,0.0619,0.114,0.0,0.128,0.462,82.973,208188,4
134,John Colleoni,Inurere Seram - Motus III,0RgU0NCQtUxfWJbRneIIHj,0,0.784,0.236,10,-19.634,1,0.0582,0.975,0.95,0.112,0.946,122.26,83554,5
135,Juice WRLD,Eminem Speaks,7n6OIZ0TGJAxgmId9EygTE,60,0.646,0.235,11,-19.697,0,0.582,0.936,0.0,0.271,0.624,128.139,133251,4
136,John Colleoni,Renovare Dolores - Motus IV,2BNZ5WIyuo8EldT8nhLLXB,0,0.358,0.025,0,-32.924,1,0.0423,0.993,0.888,0.109,0.651,68.465,67779,4
137,Juice WRLD,Feel Alone,7Jc01x8pxVqgVGxn5jrwui,60,0.619,0.622,6,-5.874,0,0.0461,0.0935,0.0,0.226,0.194,150.062,230094,4
138,John Colleoni,Cur Non - Motus V,0n8lFljtbYWNPrecmWthxz,0,0.761,0.0753,10,-13.079,1,0.217,0.985,0.955,0.114,0.579,136.675,66351,4
139,Juice WRLD,Girl Of My Dreams (with SUGA of BTS),59bY27SZQ4r25o02vqOhgC,60,0.603,0.771,9,-6.336,1,0.0627,0.194,0.0,0.13,0.332,139.988,226149,4
140,John Colleoni,Terribilis Subito - Motus II,6g1cE0UyXkC1FfYpetungi,0,0.456,0.172,1,-15.745,1,0.0615,0.975,0.945,0.123,0.584,157.649,67270,3
141,Juice WRLD,Until The Plug Comes Back Around,2FDXscpZOtGwuOKmY0K76w,59,0.7,0.725,9,-5.776,1,0.0491,0.196,0.0,0.176,0.524,144.994,173678,4
142,John Colleoni,Menses Numeranti - Motus II,3U2hdBbxgPR0c2AHxhtwbn,0,0.733,0.734,1,-8.57,1,0.055,0.929,0.938,0.108,0.97,155.592,55728,4
